tract_id,COUNTY,svi,population,lat,lon,flood_days,nearest_station,elevation_m,infra_count,flood_days_norm,svi_norm,low_lying_norm,infrastructure_norm,coverage_norm,score
13051010820,Chatham County,0.177,1951,32.0748783,-81.2762161,14.333333333333334,"Fort Pulaski, GA",12.0,51,1.0,0.16889254160673925,0.6818181818181819,0.3167701863354037,0.09948780788899753,0.46267752576668664
13127000601,Glynn County,0.5829,3579,31.2251102,-81.5114452,9.333333333333334,"Fernandina Beach, FL",17.0,58,0.0,0.585884528456955,0.5681818181818181,0.36024844720496896,0.5943633873818466,0.45969350981056195
13051011108,Chatham County,0.0403,2656,31.991505,-80.946048,14.333333333333334,"Fort Pulaski, GA",1.0,0,1.0,0.02845695500308198,0.9318181818181819,0.0,0.20727604857773574,0.45881014590415276
13039010405,Camden County,0.4142,7024,30.7738179,-81.5976086,9.333333333333334,"Fernandina Beach, FL",8.0,5,0.0,0.4125744811999178,0.7727272727272727,0.031055900621118012,0.9679662006957497,0.45704553134089976
13051010801,Chatham County,0.2972,3937,32.128951,-81.3073009,14.333333333333334,"Fort Pulaski, GA",18.0,42,1.0,0.29237723443599756,0.5454545454545454,0.2608695652173913,0.14680543152789105,0.4551605119025607
13051010817,Chatham County,0.2137,3740,32.0364673,-81.2415058,14.333333333333334,"Fort Pulaski, GA",8.0,4,1.0,0.20659543866858435,0.7727272727272727,0.024844720496894408,0.06817947482268426,0.45434146897555977
13051011107,Chatham County,0.0205,3492,32.0490864,-80.9586871,14.333333333333334,"Fort Pulaski, GA",2.0,8,1.0,0.008115882473803165,0.9090909090909091,0.049689440993788817,0.21343362487476278,0.45395881610595823
13051011111,Chatham County,0.127,1723,32.0006807,-80.8478177,14.333333333333334,"Fort Pulaski, GA",8.0,9,1.0,0.11752619683583315,0.7727272727272727,0.055900621118012424,0.2758698260694267,0.45304811664357636
13039010201,Camden County,0.643,1926,30.9337796,-81.7370758,9.333333333333334,"Fernandina Beach, FL",17.0,1,0.0,0.6476268748715842,0.5681818181818181,0.006211180124223602,0.8730788306781633,0.4529821680024706
13051002900,Chatham County,0.0126,2773,32.0448982,-81.098953,14.333333333333334,"Fort Pulaski, GA",10.0,74,1.0,0.0,0.7272727272727273,0.45962732919254656,0.1275470575242159,0.44988062331312173
13039010406,Camden County,0.2379,2322,30.8289405,-81.6179703,9.333333333333334,"Fernandina Beach, FL",0.0,0,0.0,0.2314567495377029,0.9545454545454546,0.0,0.9277918506369622,0.44857984628864345
13127000202,Glynn County,0.3472,4258,31.1765924,-81.3966427,9.333333333333334,"Fernandina Beach, FL",3.0,19,0.0,0.3437435792069036,0.8863636363636364,0.11801242236024845,0.6154525495483826,0.4482792829800375
13029920103,Bryan County,0.7521,4315,32.1427025,-81.6357205,14.333333333333334,"Fort Pulaski, GA",39.0,20,1.0,0.7597082391617013,0.06818181818181823,0.12422360248447205,0.297197717147484,0.446720329290475
13051011005,Chatham County,0.063,5314,31.8872946,-81.0281552,14.333333333333334,"Fort Pulaski, GA",3.0,0,1.0,0.05177727552907335,0.8863636363636364,0.0,0.15024076767261174,0.4464663503350741
13051010705,Chatham County,0.1076,3362,32.1582778,-81.2558299,14.333333333333334,"Fort Pulaski, GA",11.0,37,1.0,0.09759605506472159,0.7045454545454546,0.22981366459627328,0.1673568560392966,0.4418501881764235
13039010404,Camden County,0.3976,5253,30.8017978,-81.6450495,9.333333333333334,"Fernandina Beach, FL",10.0,10,0.0,0.395520854735977,0.7272727272727273,0.062111801242236024,0.9544326703688943,0.44159811182583614
13191110102,McIntosh County,0.3663,727,31.5789411,-81.404451,14.333333333333334,"Fort Pulaski, GA",20.0,2,1.0,0.3633655229093898,0.5,0.012422360248447204,0.2947321899558771,0.4403462299056717
13051004211,Chatham County,0.3865,5162,31.9698671,-81.1430244,14.333333333333334,"Fort Pulaski, GA",22.0,33,1.0,0.3841175261968358,0.4545454545454546,0.20496894409937888,0.07000705052432883,0.43934494089002685
13103030403,Effingham County,0.448,4976,32.1785073,-81.3098001,14.333333333333334,"Fort Pulaski, GA",22.0,0,1.0,0.44729813026505033,0.4545454545454546,0.0,0.18708911301752218,0.4392619867449037
13039010500,Camden County,0.3872,3264,30.8023621,-81.5278537,9.333333333333334,"Fernandina Beach, FL",9.0,1,0.0,0.3848366550236285,0.75,0.006211180124223602,0.93431338660755,0.4348140121864771
13039010602,Camden County,0.2386,1451,30.8432127,-81.4561463,9.333333333333334,"Fernandina Beach, FL",2.0,0,0.0,0.23217587836449557,0.9090909090909091,0.0,0.892440710175169,0.4316241072541383
